time,so,thetao,chl,mask,zooc,PEA,mlotst
1993-01-01,28.546523332062637,-1.468320694781193,0.6213272605959765,1.0,,415.0714298898094,22.529297382481175
1993-02-01,28.69635931042472,-1.4896532926821038,0.42855839047529526,1.0,,404.68968994687816,22.17431922738912
1993-03-01,28.787134524391053,-1.5026691434179846,0.3438526757565785,1.0,,399.160757532294,21.271882575258275
1993-04-01,28.863877148751154,-1.518445195390063,0.34405837285501895,1.0,,393.0013054278065,19.67992885576829
1993-05-01,28.493185842135375,-1.4660243039665002,0.35163399134961354,1.0,,405.77288775500864,12.77338096997951
1993-06-01,27.20152146476386,-0.9475699664030377,1.5725781153060292,1.0,,457.2475434610906,10.424042796622482
1993-07-01,26.373136898202965,2.4557163965733277,4.723096584278523,1.0,,514.118952627483,10.454408073591319
1993-08-01,26.62552514123805,5.718265019874013,2.571796451562686,1.0,,532.9197546742703,10.522203773572606
1993-09-01,27.397480287836032,4.224224075281693,2.6112958287399595,1.0,,489.21091942503773,12.183117987700118
1993-10-01,28.01428244420586,1.4393301155538694,4.29170942462782,1.0,,434.221558588256,17.14530363871495
1993-11-01,28.550928890405793,-0.7722975801873823,3.413787642692973,1.0,,401.08919553666016,21.37920312818253
1993-12-01,28.758439618734204,-1.3952225270288352,1.329210696557636,1.0,,389.28178064278495,20.580444603566548
1994-01-01,28.958336911554277,-1.4899914511296126,0.6951452466125811,1.0,,374.65092215565966,22.099923258584443
1994-02-01,29.19126956320304,-1.5147551710560303,0.4932100617564939,1.0,,358.5817503932858,22.1173792084859
1994-03-01,29.292413733590596,-1.5371238264940186,0.39308680547352215,1.0,,350.57771956854936,20.821144461387533
1994-04-01,29.366826623917266,-1.5537272809782592,0.3733486115621772,1.0,,343.559741674397,19.988919758664192
1994-05-01,29.07012653832297,-1.4982610699482284,0.6665351018630787,1.0,,351.2585019251329,13.486162522542347
1994-06-01,27.970334829631206,-0.7399145372990201,1.468122064209111,1.0,,395.279083404585,10.465258640356994
1994-07-01,26.988826733420915,1.9578899482264378,3.9114021141399835,1.0,,449.7942127277598,10.43714114396996
1994-08-01,27.433415886515316,4.46427871956457,2.8706694744081394,1.0,,449.4223685263519,10.592109237673453
1994-09-01,28.039008181571642,4.471929625306375,2.3077831455576665,1.0,,430.72106389039885,12.013064438596711
1994-10-01,28.468987659522032,2.015676990309977,3.5863432218183386,1.0,,392.96811724217594,14.829641252753326
1994-11-01,28.762999339427765,0.23727033162299102,3.522133243703267,1.0,,375.1012591089859,18.82729561120242
1994-12-01,29.218759391358116,-1.2837982008736422,2.3443052955225085,1.0,,345.9120861841921,22.90062290241457
1995-01-01,29.336098087388695,-1.4951147559198485,1.0531265016635891,1.0,,338.3248409623433,22.60744287282039
1995-02-01,29.414604628888274,-1.5274738782507873,0.677125434303319,1.0,,332.45965487533306,22.397573141053957
1995-03-01,29.518610716833496,-1.5430068974048838,0.5233297886405363,1.0,,324.4425088567214,21.670635812578695
1995-04-01,29.52210478145062,-1.5586338043684196,0.43234195241305656,1.0,,321.121251340188,17.1569356586289
1995-05-01,29.014846722500998,-1.4809109556609918,0.5100071332245837,1.0,,338.01390522601423,10.842055560323681
1995-06-01,27.980739792835603,-0.45499643955873703,1.657265926329235,1.0,,382.1925136023523,10.450055583140346
1995-07-01,27.21212523004144,2.361569080314258,4.808206000434456,1.0,,429.1125087507297,10.446515354249724
1995-08-01,27.586595242349922,5.184088935084373,2.216524647898846,1.0,,440.0400358030825,10.5921194783796
1995-09-01,28.169180779701342,4.325391006449073,2.1517204164453987,1.0,,415.1938425103697,12.490034994387813
1995-10-01,28.639601933083735,2.2793859422240925,3.4037546015097435,1.0,,387.636298024117,15.832083008328448
1995-11-01,29.094277815178643,-0.26317064139525886,4.365601944358749,1.0,,346.44723342025287,21.031811110116905
1995-12-01,29.299690892360346,-1.3412852075470676,1.9401310009445605,1.0,,336.6289384970197,20.60777543258539
1996-01-01,29.48080363498071,-1.5018792432219112,0.9601487050658826,1.0,,325.6494523204791,22.50248765570605
1996-02-01,29.694715624752757,-1.544618585766594,0.6405781538248239,1.0,,309.0460982086695,22.307202904748806
1996-03-01,29.806916486588783,-1.5635080170695264,0.5252535690739881,1.0,,299.01100134870046,21.776245134709317
1996-04-01,29.83071674062131,-1.5781234164372875,0.4370027848056551,1.0,,292.5971709124423,19.008730936653844
1996-05-01,29.55473591500874,-1.5253438210106232,0.6643280690773923,1.0,,300.49664141625715,13.585222469734676
1996-06-01,28.407508689412953,-0.9205006207329739,1.3233252172896817,1.0,,344.3039293349799,10.445999384018982
1996-07-01,27.249444635018964,2.1068069675176426,4.416813274596274,1.0,,404.24506113279057,10.415639220992178
1996-08-01,27.721569864626193,5.488208679086778,2.404127456644645,1.0,,419.2524863214583,10.491955976176513
1996-09-01,28.338912038429548,4.970514408619509,1.7711741026312469,1.0,,401.4194790760616,11.024032655134224
1996-10-01,29.062235308718357,1.831535664929147,4.260286367062805,1.0,,348.36657932950175,17.771627985517203
1996-11-01,29.3897079684625,-0.22708472001569688,4.290705993607792,1.0,,319.06689376551077,21.539080515498497
1996-12-01,29.72576962678218,-1.383716348248324,2.716270198686027,1.0,,294.66818977265353,24.703713173395343
1997-01-01,29.890037785246896,-1.5379377474888205,1.2382271397943074,1.0,,284.6163549581573,25.39751624923108
1997-02-01,30.04860137650829,-1.5672304940317734,0.7942315378176997,1.0,,272.75223832096975,25.236530296266935
1997-03-01,30.167690826559053,-1.584402147698605,0.6156845239096842,1.0,,263.2725861587336,24.234727181203798
1997-04-01,30.15475934493809,-1.5961057560588787,0.513176082440047,1.0,,261.447208370853,20.953726610171586
1997-05-01,29.763385602212246,-1.5391610003737821,0.5686891541626584,1.0,,273.50119761058704,13.421927479953723
1997-06-01,28.551268464105362,-0.8790956965535865,1.7200526829872502,1.0,,323.3691639237496,10.456170538847049
1997-07-01,27.568584495700243,2.526998667369017,4.58469284884801,1.0,,380.8840919317519,10.413345481302972
1997-08-01,27.985940176775756,5.90258354522456,2.2986169501443587,1.0,,396.9973510681417,10.466750354798775
1997-09-01,28.55870039629226,5.079683025693767,2.083647335429275,1.0,,381.5815828032459,12.095531864274811
1997-10-01,29.171808619082555,2.152477287648487,4.9460361028576205,1.0,,341.31883002570316,19.238294328511422
1997-11-01,29.63841051503333,-0.47293961933310685,5.233097068193741,1.0,,298.4360254732495,24.718124433069836
1997-12-01,29.865281142677638,-1.4128044475527468,2.30835954593969,1.0,,280.95827574664753,24.554318545992494
1998-01-01,30.00211894474343,-1.5388897731058486,1.0588228646366489,1.0,0.4930687642358469,271.1181462401284,25.634262031029017
