time,so,thetao,chl,mask,zooc,PEA,pea,mlotst
1993-01-01,32.8105542218194,3.5506714209263595,8.704750321329314,1.0,,493.1874271869628,0.0,67.78010750153692
1993-02-01,32.819639087265806,3.1207609474643263,10.6041337080704,1.0,,484.69721956001086,0.0,65.74385596802058
1993-03-01,32.77586483915588,3.1281798075657785,9.098096369158556,1.0,,485.70507336468074,0.0,54.39329275546609
1993-04-01,32.75382159595947,3.4580159706882156,8.94688324338886,1.0,,499.92605722830865,0.0,41.692172297310414
1993-05-01,32.73274833252253,4.480222512380651,5.871340169149206,1.0,,517.7656420219199,0.0,20.13805546281753
1993-06-01,32.70241443842145,6.481411321379123,3.8467934206615673,1.0,,555.2534679438531,0.0,12.943261286241144
1993-07-01,32.64085771523303,8.10068140768014,3.7424224707267735,1.0,,598.5033247484984,0.0,12.12408349419964
1993-08-01,32.57709824971677,9.888911823445966,3.3689075638671957,1.0,,642.0579005658443,0.0,12.127944203222361
1993-09-01,32.570814787619966,9.747309550151542,3.7253310349994644,1.0,,661.8593890229114,0.0,17.077410183138873
1993-10-01,32.605013034461635,8.135448840128813,5.170076896314263,1.0,,637.6285413051745,0.0,34.21299928133825
1993-11-01,32.68543669871451,6.1768925406167705,6.0083083577832,1.0,,575.9620281858739,0.0,50.04449986913004
1993-12-01,32.747403409197666,4.490046579318569,7.022196856770938,1.0,,520.7799106558115,0.0,60.74417470025334
1994-01-01,32.738324241500784,3.658802249646717,7.697179033234968,1.0,,495.55044482080416,0.0,62.992579025155294
1994-02-01,32.745795788999956,3.5069531378444,9.300853154983214,1.0,,492.9339765549283,0.0,61.66969710933736
1994-03-01,32.7442067820316,3.286228294392666,9.888068984053573,1.0,,482.26782505321216,0.0,61.21718117744843
1994-04-01,32.73086486483965,3.5156455285371346,10.437255295457922,1.0,,493.1979207422469,0.0,41.19770449348738
1994-05-01,32.70571338111002,4.2413219341649055,8.28229123110919,1.0,,514.5043200623651,0.0,27.377488180879528
1994-06-01,32.63968422601588,5.922568448440457,4.905015486719063,1.0,,556.0164141007722,0.0,14.518277232868751
1994-07-01,32.53939509039488,7.651381987824985,3.8369109022863364,1.0,,608.1288950842451,0.0,11.865528767517139
1994-08-01,32.44624569472389,9.40644992348139,3.4759981923648597,1.0,,667.3105156317962,0.0,11.769352330711598
1994-09-01,32.40594729125516,9.768542699102545,4.691266816255242,1.0,,704.1451375286273,0.0,19.73039355951192
1994-10-01,32.46972290216007,8.006092884372368,6.75677579307542,1.0,,666.0608019161191,0.0,34.54926459128039
1994-11-01,32.52791882162824,6.189866315745662,7.128621952565004,1.0,,611.7881024599725,0.0,49.528570049784896
1994-12-01,32.5837833253401,4.847483606253882,7.580995502295755,1.0,,575.5163696779662,0.0,56.43817113839311
1995-01-01,32.63375943876011,3.6343560344440013,9.294346945547762,1.0,,533.2533202363811,0.0,61.974258848205565
1995-02-01,32.658963664843334,3.097197252671685,11.068928377188579,1.0,,503.3491080287701,0.0,62.6583380453932
1995-03-01,32.70196764249851,3.1104280447086485,10.97382088671892,1.0,,490.2300823714103,0.0,57.817221416606436
1995-04-01,32.75365023331055,3.260411763193317,11.189422084695725,1.0,,485.16726562079657,0.0,47.31162116638776
1995-05-01,32.76382186408412,4.22577043058457,7.1799261433943355,1.0,,495.227813302482,0.0,23.326935380106075
1995-06-01,32.76248512271418,5.8128526620765175,4.956624889018713,1.0,,521.7002721083937,0.0,15.079765133797824
1995-07-01,32.686307896883264,7.978075889015014,3.45364199973895,1.0,,572.0753567934036,0.0,11.241330918358402
1995-08-01,32.56626202917514,9.999758127583338,2.9529281536982563,1.0,,635.5763752570641,0.0,10.865687444781226
1995-09-01,32.50531535325817,9.84155901909126,4.445647976776231,1.0,,668.3764905901971,0.0,18.022423959333427
1995-10-01,32.55330845761528,7.836442947337426,6.7288433804167695,1.0,,636.6776891782353,0.0,36.10997019146695
1995-11-01,32.59642958652363,6.0230383952326045,7.0041653249448625,1.0,,583.184124884251,0.0,47.44154555860204
1995-12-01,32.640634932355056,5.158049378021839,6.3132025753441035,1.0,,555.6371713932681,0.0,52.949079915344704
1996-01-01,32.696577646911834,4.411378142474081,8.482417007904958,1.0,,525.946572718511,0.0,61.593280274790736
1996-02-01,32.7352212666774,3.770217613066729,9.920316865489063,1.0,,500.11844705446083,0.0,67.9900747632641
1996-03-01,32.75315173310889,3.724717416388806,9.88969707088389,1.0,,497.11116394428717,0.0,57.96890226935688
1996-04-01,32.763834104091416,4.00554298208016,11.139619044993667,1.0,,506.0581075980836,0.0,47.367635139727405
1996-05-01,32.73922669196981,5.116982760241296,6.56719337284878,1.0,,530.9543109360536,0.0,21.29091817870413
1996-06-01,32.704770225076516,6.820846257732988,4.504043320126554,1.0,,575.4628041815539,0.0,15.074121448711553
1996-07-01,32.61524932855966,8.316046258128297,3.879316199241043,1.0,,622.2857750887832,0.0,12.345525647240217
1996-08-01,32.53777067627983,10.34490240958813,3.379154093238093,1.0,,684.5419160414317,0.0,12.192705188132246
1996-09-01,32.529917656239064,10.540143433193599,4.324325307515171,1.0,,716.9020645001123,0.0,21.52775636870863
1996-10-01,32.57039343109976,9.139914560405964,5.347744030756118,1.0,,688.8511747337818,0.0,38.74242301400702
1996-11-01,32.600386894552486,7.011429278569682,6.236309715269493,1.0,,623.9027421069786,0.0,53.37778172128117
1996-12-01,32.61953655552238,5.499607415053921,6.869171938785922,1.0,,574.3235749322323,0.0,62.361222749056765
1997-01-01,32.654815905196564,4.394108612550161,7.547899353604381,1.0,,531.9410374895588,0.0,67.95834442208377
1997-02-01,32.68293051720922,3.8308350667858817,9.50963985552614,1.0,,509.6343755409461,0.0,66.88491527681704
1997-03-01,32.71292796365765,3.762584344203198,10.715389928859663,1.0,,501.78661676505055,0.0,66.45706466147656
1997-04-01,32.748232362115985,4.011477932456213,11.299458492576727,1.0,,500.4705622418121,0.0,47.5755784051904
1997-05-01,32.75224109211653,4.768757557979967,8.788870715244625,1.0,,514.1647220863092,0.0,32.85033689279563
1997-06-01,32.74628842670595,6.619135802455897,4.441076828106487,1.0,,549.6128661490698,0.0,13.483233773108266
1997-07-01,32.70508158238986,8.745732838251067,3.4780911473185,1.0,,594.5241301570355,0.0,11.614005069854985
1997-08-01,32.61810945686636,10.3726258072882,2.9772959262268337,1.0,,643.6982889846581,0.0,11.129430237526865
1997-09-01,32.600276867195355,10.234720721458872,4.2766839291473016,1.0,,671.5109452939249,0.0,21.702635218876587
1997-10-01,32.634831814337396,8.61973533492971,5.400842772640262,1.0,,642.1764394087218,0.0,37.17698532753959
1997-11-01,32.68532752404259,6.624808306988519,6.704903800911171,1.0,,581.0169146405135,0.0,55.3813580661376
1997-12-01,32.73373170966771,4.769239674956667,8.152668941107162,1.0,,520.719323429774,0.0,67.50121677374888
1998-01-01,32.74487353575143,3.914285477475124,8.838933651992205,1.0,2.6792534594924824,491.6875802591135,0.0,72.38813297694318
1998-02-01,32.76440737088493,3.315742158315874,12.25669859287375,1.0,4.300284157324653,470.95829011600966,0.0,77.54969705388802
1998-03-01,32.78589000137223,3.3592072594996276,11.660424163169676,1.0,3.417056588080616,466.2081534746043,0.0,62.65634058144938
1998-04-01,32.817654375781565,3.485822544229437,14.448187790861288,1.0,4.09593726115424,466.90673851189484,0.0,57.298624226046414
1998-05-01,32.809393827171434,4.117276924833372,12.675697612244772,1.0,7.262191215900135,485.33240151440845,0.0,37.38266950357802
1998-06-01,32.792393408129136,5.798690552331544,6.399600660747707,1.0,7.747407403974679,515.1029399303427,0.0,15.908896623189362
1998-07-01,32.738186168963885,8.208406189566054,3.8683840089620714,1.0,4.722046203096591,559.4983648592157,0.0,11.0416321411039
1998-08-01,32.62706078344454,9.891291715750468,3.8907955970358463,1.0,5.287856633105226,620.7691357996578,0.0,12.691013813697422
1998-09-01,32.6072939724869,9.593493413032908,5.403416184398067,1.0,6.006191002986635,644.127970373416,0.0,22.13257675268084
1998-10-01,32.63465185995671,8.057006029365123,6.420447682063874,1.0,3.0974956708260177,612.9013040184063,0.0,39.35243126022096
1998-11-01,32.6722752903296,6.036106488458158,6.849934068941293,1.0,2.813188098897635,554.8268116710822,0.0,49.97250669141399
1998-12-01,32.706725656790404,4.239177415141173,7.85408489303977,1.0,2.7257970715834725,503.0415649038128,0.0,63.70081487778127
1999-01-01,32.710493496852365,3.6892704367920395,8.712156355357113,1.0,2.723144741734261,482.29773924329896,0.0,71.43253653487012
1999-02-01,32.75513469726541,3.1687318191957283,12.168684590875067,1.0,2.466220824822665,468.0330223482731,0.0,75.96580677040849
1999-03-01,32.81255342560096,2.8069401310814572,13.755699656147325,1.0,3.5407611687897647,454.6805225633427,0.0,77.02762711468078
