time,so,thetao,chl,mask,zooc,PEA,pea,mlotst
1993-01-01,31.56895726136865,0.10121282401260569,4.209685023619123,1.0,,67.87796648429683,0.0,48.980835994628876
1993-02-01,31.685111011167947,-0.4931430739743868,5.370449374430957,1.0,,68.29967864854049,0.0,40.348325823676234
1993-03-01,31.69569539280887,-0.49618104207061414,6.516315070504085,1.0,,74.31687828670537,0.0,33.135037614590374
1993-04-01,31.649625215630838,0.0756604834304894,9.9660921598452,1.0,,80.62783845885627,0.0,21.876611810358167
1993-05-01,31.423225669387524,1.799311786585849,11.684528919314351,1.0,,91.50007377857175,0.0,15.944396295207135
1993-06-01,31.122256394125515,5.529228312922546,7.007509252645328,1.0,,115.17721669499169,0.0,11.323248238023327
1993-07-01,31.022524175463783,8.309757229600011,5.146646729171232,1.0,,136.4883541395035,0.0,11.286012534426712
1993-08-01,30.951237606854857,9.596316094956196,4.559820621996138,1.0,,153.94551663279688,0.0,11.815756640643476
1993-09-01,30.99224517227606,8.145686103176045,6.162555765397557,1.0,,143.00992492048505,0.0,18.832080472932258
1993-10-01,31.129838234493942,5.58825074950322,7.974048739839109,1.0,,112.93627527878073,0.0,30.768152012005853
1993-11-01,31.238544701877267,3.7379902474457176,5.877973575502581,1.0,,93.07954053220969,0.0,38.83014352216409
1993-12-01,31.319511995903945,1.5712305244422973,4.147917278902218,1.0,,81.55555104378297,0.0,42.96552266713902
1994-01-01,31.471264798078128,0.44961531668392785,4.030294281317983,1.0,,76.36441173790604,0.0,42.49715891936357
1994-02-01,31.616156855330143,0.2113103893319127,6.371222102861593,1.0,,73.98345700556429,0.0,43.126091820097926
1994-03-01,31.90233086054246,-0.47250054485822546,6.082719300279563,1.0,,73.70241040306169,0.0,39.17132752308361
1994-04-01,31.86067809271354,-0.515642963157554,8.818678705717858,1.0,,78.66880902115685,0.0,28.502601551333562
1994-05-01,31.311842617691543,0.6343947605625625,8.63110280934102,1.0,,100.39622257599605,0.0,12.836558045146662
1994-06-01,30.91406277150014,4.650858945431207,6.972181205069805,1.0,,129.42644369408853,0.0,10.96925265084847
1994-07-01,30.835465078378686,7.692451297665021,4.919452426925777,1.0,,149.88764428615633,0.0,10.80597672431356
1994-08-01,30.84923252272758,8.569283689916027,4.851147347729112,1.0,,157.28688472201415,0.0,13.639105433780939
1994-09-01,30.77786246561493,7.646351205501068,5.669256368523375,1.0,,155.21483273222654,0.0,17.002244912695133
1994-10-01,30.92117100405255,4.925326651587065,7.818915367755286,1.0,,125.79821173567136,0.0,29.12319342383433
1994-11-01,31.156728798198543,2.275253937401631,5.750523463069291,1.0,,101.2091077358663,0.0,38.332286775771415
1994-12-01,31.288061835470728,0.6302090405435536,3.939040035354809,1.0,,88.19130430166624,0.0,41.575787198019505
1995-01-01,31.35708811314321,0.03807173860364286,4.148963535312588,1.0,,81.95538445093227,0.0,41.25982750022569
1995-02-01,31.470427226276122,-0.6158431278386594,5.3808259339771585,1.0,,82.9299075360257,0.0,34.62231535475854
1995-03-01,31.567981271731988,-0.7337456032277581,7.142380315900459,1.0,,79.4836030182749,0.0,33.677013279423605
1995-04-01,31.527564101865114,-0.8136436874978702,7.908408554158086,1.0,,80.46608094401805,0.0,24.4723441384085
1995-05-01,31.16087661910371,0.9874323305599483,8.38431957097485,1.0,,94.11050304648708,0.0,12.621556968397817
1995-06-01,30.85312853685367,4.814024060606701,5.96757495296764,1.0,,119.09836292411863,0.0,10.886362161052023
1995-07-01,30.76666744129544,7.767269746340175,4.6180068294883165,1.0,,136.86832270797333,0.0,10.686611892901237
1995-08-01,30.647020042945453,9.418381343479325,3.5119348019605745,1.0,,157.99384292242283,0.0,10.70556477845282
1995-09-01,30.653296345505126,9.044433162573565,4.270001791859951,1.0,,157.6323589052856,0.0,13.865414507516244
1995-10-01,30.801288639121136,6.1716554197193405,6.287924223962141,1.0,,126.48025323376073,0.0,25.3189653472484
1995-11-01,30.94690387888321,3.1768150989336488,6.170891717815063,1.0,,98.27770479502666,0.0,33.93060379622004
1995-12-01,31.142950838928524,1.3903191862277642,4.285271911155046,1.0,,83.78100798694196,0.0,38.94270232292561
1996-01-01,31.273489538046444,0.6149922250714697,4.518856301778437,1.0,,76.94164103183866,0.0,42.30623765762532
1996-02-01,31.469075561257984,0.00044146309640210875,6.906905756169043,1.0,,70.13153870028114,0.0,46.80689507457882
1996-03-01,31.49946330168128,0.002094554085464417,8.95266998057041,1.0,,70.23796609851921,0.0,40.355268100502194
1996-04-01,31.528484809702103,0.19928493621005902,12.410716701512408,1.0,,73.55333707769792,0.0,30.708306527482378
1996-05-01,31.242405150006107,1.9432363050201704,9.313478913934746,1.0,,87.31582746180229,0.0,14.76487983206221
1996-06-01,31.014707055765037,5.022723270955551,6.740307528130333,1.0,,107.18229621624138,0.0,12.974075517250634
1996-07-01,30.83496497265693,8.026855187620816,4.271145213979482,1.0,,130.6391545088577,0.0,11.657288864136392
1996-08-01,30.776116931485713,9.293937877597614,3.98235420087422,1.0,,147.54642844553806,0.0,12.472620901713588
1996-09-01,30.784368522122573,8.279230550064064,5.491897972607898,1.0,,143.8637249237606,0.0,19.34166135453306
1996-10-01,30.935938656917184,5.605871760310971,7.428719204482441,1.0,,121.23379674694286,0.0,29.590444303924166
1996-11-01,31.058895342734168,3.702488597956352,6.7093043985293646,1.0,,93.38705811024155,0.0,40.55060763203939
1996-12-01,31.165252030381204,1.6261617335589644,4.803907756172092,1.0,,80.6956513400701,0.0,46.38883805429279
1997-01-01,31.267861176122658,0.49937872631487185,4.281725173328344,1.0,,75.3328017691677,0.0,45.018960090048076
1997-02-01,31.321312522636077,-0.24718188723892817,5.942724011043372,1.0,,77.81142468851809,0.0,36.88571165279453
1997-03-01,31.4037988423864,-0.5740263337977418,7.5492344714921735,1.0,,78.3567030283295,0.0,33.15365180517064
1997-04-01,31.352383747831954,-0.42327010109971835,7.66526596784847,1.0,,81.28377316048399,0.0,20.025441763218353
1997-05-01,31.076007031932882,1.3929025008874318,8.962292627961544,1.0,,90.48475732516974,0.0,16.61210667395426
1997-06-01,30.853199217323862,6.097744836152299,5.454109681302599,1.0,,109.50708979285916,0.0,10.675674706170621
1997-07-01,30.784849874816643,8.803344590747372,4.5164749961648045,1.0,,129.77790305931137,0.0,10.843648241189724
1997-08-01,30.719880817029313,9.950927450139147,3.905987698144371,1.0,,143.9109416017582,0.0,11.069228764269157
1997-09-01,30.66561637507245,8.85582345887623,5.131087057329837,1.0,,145.09008149899768,0.0,15.462506292697151
1997-10-01,30.775232904468606,6.302646807642659,6.844410253579725,1.0,,121.4270256814389,0.0,27.126243382608717
1997-11-01,30.963052479906573,3.623054377080689,5.947024521043753,1.0,,88.74943904256341,0.0,37.68361408098803
1997-12-01,31.09009600794555,1.0833429716694085,4.229865841883414,1.0,,78.74299740793744,0.0,39.65555327720481
1998-01-01,31.280203867688527,-0.08285915734017156,3.7654883403817774,1.0,1.7705695257134675,74.52728140225355,0.0,35.04925952009142
1998-02-01,31.380658624234528,-0.5827885636191132,4.723050674261062,1.0,2.7313322417244286,77.76603849392505,0.0,28.616930345536826
1998-03-01,31.435924086019547,-0.37930769914102125,6.557489786331595,1.0,2.3165881208218724,78.47894300545416,0.0,27.68776400018002
1998-04-01,31.456535813651175,-0.10519208808361172,11.263038273262756,1.0,3.2977843904808872,81.2565066616577,0.0,27.81021280015033
1998-05-01,31.303443421578653,0.9850771336421096,11.879083308825491,1.0,6.889296466012132,90.34035894889325,0.0,19.44975057515804
1998-06-01,30.988318647012896,3.8895705944020333,7.26103450705939,1.0,9.178787932988572,107.56312665731491,0.0,12.691421675703415
1998-07-01,30.77081858503566,7.918861776204809,4.381975908860205,1.0,6.546391835710663,132.15441973926173,0.0,10.440595022169088
1998-08-01,30.824575579609128,8.884622716921985,5.544020563139475,1.0,6.872793969225169,146.7789375082578,0.0,13.090544991405189
1998-09-01,30.827264603481563,7.420757275288867,6.5235317053074535,1.0,7.1619638153933805,139.09269432229488,0.0,18.628894780355438
1998-10-01,30.953832817313483,5.273854134646285,8.357605512923236,1.0,3.6361893213079353,116.07226607972018,0.0,29.202629033728194
1998-11-01,31.073077018053677,3.2229208784462298,6.054783952632711,1.0,3.1110896506234385,94.71297265700717,0.0,36.55350014651574
1998-12-01,31.268241253801083,0.9282809625661179,4.670119006108931,1.0,2.8416045923818793,81.10470733583045,0.0,41.144731076197885
1999-01-01,31.476747408996065,0.14660135683011857,4.825837737777457,1.0,2.7021276871916693,74.8500441839538,0.0,43.983890595125224
1999-02-01,31.673348738128265,-0.48742661530353537,6.11340080938761,1.0,2.260168762285235,70.04690847346659,0.0,43.536867924132636
1999-03-01,31.78478504210674,-0.6577119755675179,7.195891859230515,1.0,3.2586250350058656,69.01884189477595,0.0,41.465902132071626
1999-04-01,31.77459497345651,-0.7507822282401305,8.918821179580068,1.0,3.342731521524766,73.75645011315208,0.0,30.048878768363327
1999-05-01,31.282506789221,0.056419074707373555,8.962430661067943,1.0,4.243206021804899,89.96890679788109,0.0,14.853775467512953
1999-06-01,30.853425115911374,3.273046443237088,7.958756104669175,1.0,6.632566326709743,111.22521946733147,0.0,11.438761194543291
1999-07-01,30.797085265794486,7.1499652303023025,5.3366981395204975,1.0,7.0908207076584775,132.80461150069624,0.0,10.962232357794983
1999-08-01,30.82339362976155,7.604323711443246,5.361366505835347,1.0,5.452978986655502,134.80136035782022,0.0,11.724245337202154
1999-09-01,30.814746267007816,7.549328288772551,5.346201725457156,1.0,3.155888454927874,134.09467671951373,0.0,14.676569632229832
1999-10-01,30.952365092753812,5.203466316979969,7.035450123416836,1.0,2.821706053225349,110.79846050442889,0.0,25.79477847410012
1999-11-01,31.22628238007686,2.011849479434531,6.264779390922231,1.0,2.9816816254413734,82.33719641953252,0.0,38.00229313233583
1999-12-01,31.433177766867832,0.2111762653452127,4.0206134188655644,1.0,2.9054561407110016,70.44360019787769,0.0,42.89386196202349
2000-01-01,31.66525687024684,-0.8856253404669652,2.8629863396841935,1.0,2.257208054624053,71.52053134344143,0.0,34.51843567528878
2000-02-01,31.674162808935794,-0.724044037791907,4.761151737612498,1.0,3.3439030027642205,69.09877888866538,0.0,41.47082086256591
2000-03-01,31.72095793910013,-0.5202885880918601,9.961213826267434,1.0,6.046897855165775,71.46554444378272,0.0,36.98067165511872
2000-04-01,31.7595502330058,-0.34105246227248476,12.734196486429074,1.0,4.826204225401079,73.58836958442919,0.0,27.897520981157015
2000-05-01,31.43483413978004,1.1374530525001667,8.927526522269682,1.0,6.498953218704757,87.76714690053396,0.0,13.05570374615171
2000-06-01,31.10824760756137,4.312697923684108,7.587136529305356,1.0,10.336211495459622,106.22924471874764,0.0,12.096588529914458
2000-07-01,30.86438174082852,8.265243145294477,5.1480936901781496,1.0,8.492280804137627,139.60769486874298,0.0,10.576219200310268
2000-08-01,30.896802086371252,9.033925804603697,4.982191263267405,1.0,5.964997024947542,150.7350201480537,0.0,11.718161958422746
2000-09-01,30.96809087193851,7.691812832789683,6.0392828765247515,1.0,5.613241873839149,135.5270190721239,0.0,18.792723664980034
2000-10-01,31.023549052040725,5.598915554598513,7.699551511081463,1.0,2.678188034796471,111.01700471865124,0.0,28.290749743934967
2000-11-01,31.249139284128947,3.709616869005697,5.85810682549313,1.0,3.019315721757258,81.74111539650546,0.0,40.298826339982575
2000-12-01,31.50707964816846,2.183759342948152,4.477472264485106,1.0,2.526439867732918,66.99005692305309,0.0,47.416679483461756
2001-01-01,31.716415925567368,0.9670508548751345,4.93837968061661,1.0,1.925647710547487,61.68852075759708,0.0,46.69375664968763
2001-02-01,31.937032279956878,0.7590896121759438,9.606016038805732,1.0,1.785935587335397,58.75360713858454,0.0,50.64187173307849
2001-03-01,32.12620277949672,0.3943140461585384,14.494474738121397,1.0,2.3044116128260517,57.887252811777095,0.0,46.322083813922625
2001-04-01,32.15393664467764,0.20708221463406631,16.298380447862996,1.0,3.5687810957728785,61.2578570510682,0.0,33.71776891583213
2001-05-01,31.824316184326456,1.2889909265956072,14.160623627042627,1.0,5.58512482492804,77.35108568490567,0.0,16.82256635515358
