time,so,thetao,chl,mask,zooc,PEA,mlotst
1993-01-01,34.711422702727624,5.571220021628029,0.9652281533248089,1.0,,162.6651070367871,154.8629664085128
1993-02-01,34.76857253258279,5.123543644777572,1.3910248194873946,1.0,,156.96997300479853,168.0461538341352
1993-03-01,34.797469419389294,4.800316292975083,7.228746842152997,1.0,,155.6663025070509,166.80813339277867
1993-04-01,34.82133065911031,4.745500684055495,19.8517054785587,1.0,,156.8038812886217,149.88131619023866
1993-05-01,34.78286260676608,5.3276175426465215,23.512225743955998,1.0,,170.9467873993835,50.37286750070728
1993-06-01,34.5599160686182,6.681527358723284,11.79972158624708,1.0,,213.72024073427002,16.044760430270227
1993-07-01,34.388495060493206,9.280323406072991,4.384481598097868,1.0,,277.4861983636657,11.850109096903788
1993-08-01,34.310261544613255,11.053361966916388,2.9648756543087345,1.0,,333.4011986847582,12.591471549560282
1993-09-01,34.37215552718662,9.201972623902803,4.0776381687226895,1.0,,310.36208758741793,24.10769567609207
1993-10-01,34.552006843172265,6.779357036565164,4.807896815878491,1.0,,241.48341678457396,47.916692880459344
1993-11-01,34.697683863114584,5.80896941428322,2.5922999138346543,1.0,,182.74957715172982,87.18134953263319
1993-12-01,34.76921027974243,5.54043703235388,1.4114817498938184,1.0,,160.63506655504534,135.5861685233979
1994-01-01,34.78495238375629,5.086012755707381,1.016983824186601,1.0,,157.10224694689353,170.7632670738562
1994-02-01,34.785442572766115,4.5555853407119855,1.2873880251246301,1.0,,157.3402162252375,168.994834419459
1994-03-01,34.76106715679401,4.336732127314078,6.663106103536779,1.0,,159.7975513250071,144.9738243076495
1994-04-01,34.707113073761555,4.6125658019523925,23.268126491036988,1.0,,173.19111820833064,47.21304469299167
1994-05-01,34.65793861565545,5.4270570682134,19.73910329996844,1.0,,191.83071580783795,22.265598008774667
1994-06-01,34.505660698780076,6.866804178344046,8.130187460639684,1.0,,226.9264535174054,14.351503118003798
1994-07-01,34.4526035379093,8.986150019968566,3.4686920414153795,1.0,,271.42029781710636,12.522066462488384
1994-08-01,34.43138816782673,10.265234561549459,2.726282256343073,1.0,,313.88360167618816,14.20001664640014
1994-09-01,34.38112415400418,9.227702672578697,3.818885758770091,1.0,,316.0396737827286,26.54473696337972
1994-10-01,34.384653612065094,7.047982201045583,5.10402940086929,1.0,,258.5643865995672,51.37243226247147
1994-11-01,34.37406614940244,5.640061096760741,2.397080209014679,1.0,,220.59100581314092,64.81465794298342
1994-12-01,34.45473569151983,5.499404098138187,1.1976903887460768,1.0,,191.7978960443253,83.52582684747853
1995-01-01,34.528179047151156,5.214907208084768,0.9068771106353567,1.0,,173.62610481476273,120.77122123119037
