time,so,thetao,chl,mask,zooc,PEA,mlotst
1993-01-01,35.02139545704056,6.2013275413195235,1.4725142812539067,1.0,,152.7432522600039,403.29207589530904
1993-02-01,35.02615482078013,5.998013529782892,1.9116776113372478,1.0,,153.4182040358457,406.73512092667846
1993-03-01,35.03244643016596,5.926958273876116,5.704827696682233,1.0,,154.20882121162643,375.47145982398644
1993-04-01,35.03296333611963,6.381356509269928,19.018993433531417,1.0,,159.57687797864492,113.41551467492921
1993-05-01,35.04193699579874,6.897997279032269,21.627137950560826,1.0,,165.34144406291352,59.3440592983514
1993-06-01,35.02632298446804,8.217510682686765,12.027636168266566,1.0,,191.92218628670696,18.25860284848404
1993-07-01,34.99375522272631,9.236056779604002,6.6297194088356255,1.0,,220.86933459498908,17.978032451790202
1993-08-01,34.972362012584355,9.861851925269564,4.446179859974392,1.0,,242.07916407444873,18.228577888207198
1993-09-01,34.91196283304466,9.895504629396932,4.217456105656684,1.0,,252.06275147720513,23.335666941034333
1993-10-01,34.918360973328895,8.691260342342884,5.599239280743202,1.0,,219.67880130175757,59.33423557807469
1993-11-01,34.924915387594375,7.625528064936838,4.5935999778285925,1.0,,178.88114415314124,108.38486294423103
1993-12-01,34.977323547527796,6.9240335809635765,2.629467852874544,1.0,,154.93350913880676,240.518501074196
1994-01-01,35.001667562283444,6.414963942603059,1.759185411832617,1.0,,153.21597731775103,317.85850094615887
1994-02-01,35.00272432881323,6.221683961371775,2.600782399747012,1.0,,153.90652710206032,329.85250346258715
1994-03-01,35.01350532767437,6.191572691530543,6.5598819642658945,1.0,,154.13643679471278,368.4330290043574
1994-04-01,35.013122985384264,6.19757876643471,12.106041019355047,1.0,,156.59615696597936,259.56055165859715
1994-05-01,35.01180440328093,7.528643456876909,17.161802562394936,1.0,,178.8489126629758,21.3173828137655
1994-06-01,34.98465635207538,8.684730265769824,10.910168328045774,1.0,,211.59861838063733,16.87248780378879
1994-07-01,34.94270525605457,10.545061669180607,4.3355549728085,1.0,,256.28188304006625,12.468406040303172
1994-08-01,34.899759441061725,11.023701798330073,4.031598976344079,1.0,,282.0612092676265,14.689730512099768
1994-09-01,34.89871567060363,10.164507315649722,4.849162914255629,1.0,,273.6342965445021,33.44752591603924
1994-10-01,34.91493763758537,8.68119106087575,5.286185881886957,1.0,,226.75653497712227,53.04143097221222
1994-11-01,34.984183328032564,7.754602680941871,4.731222936787412,1.0,,181.61591572450413,91.70649282347483
1994-12-01,35.02757471706668,7.062445269492611,2.430298191238858,1.0,,155.45212633781802,225.36681730130792
1995-01-01,35.04475060197394,6.386492373618055,1.5258202942432637,1.0,,152.78658940054163,337.62004281110643
1995-02-01,35.05428648048383,5.9742991254936655,2.3452346885054425,1.0,,153.02112863609685,363.64632750085445
1995-03-01,35.06381576319787,5.9178535214420425,6.1272267267839995,1.0,,153.23926995649344,387.94870871572164
1995-04-01,35.06248905467414,6.056407175559907,13.237506024368866,1.0,,155.21196175794645,290.4636602058466
1995-05-01,35.05913407786269,7.044305803042687,16.734562941373106,1.0,,171.17967555809386,22.740040071895947
1995-06-01,35.01892922892008,8.505750760358818,10.742439089820333,1.0,,208.48952906341094,14.556310782767717
1995-07-01,34.982716267756,9.669860463178976,6.384557465938847,1.0,,246.5450431544455,16.067841253215388
1995-08-01,34.94151351836962,10.473735199907917,4.385381503315725,1.0,,278.22120682217263,17.824538248296648
1995-09-01,34.95288460874073,10.188734751837199,5.067511634358825,1.0,,273.0419535161524,32.76483009563005
1995-10-01,35.001462243143614,8.453730355321483,6.039565310946086,1.0,,213.99112000313878,59.70801326364941
1995-11-01,35.049166254766895,7.522938718280802,4.93446957950995,1.0,,169.70302819833825,112.54572344381928
1995-12-01,35.05872772393967,7.012281566951906,2.4176563551888144,1.0,,156.96300160583192,232.5133243984734
1996-01-01,35.100002271575896,6.9920935661101185,1.7248236138759887,1.0,,154.50952203139252,270.00842783637444
1996-02-01,35.10159684445585,6.800393036855052,2.973793503728283,1.0,,153.62255208949296,323.4240633897902
1996-03-01,35.06467598589431,6.662748183880064,7.703363731508397,1.0,,156.1604458157139,311.75881685474076
1996-04-01,35.06190351738911,6.949128275235338,17.275916801237674,1.0,,160.3201650445488,97.52904110306802
1996-05-01,35.06211735367305,7.874723145767981,18.32183849012697,1.0,,174.6916473830831,37.068948945755935
1996-06-01,35.039912423092915,9.316634027566897,9.448239695040147,1.0,,207.6989304321845,16.79391360345184
1996-07-01,34.995332509166786,10.761586919464614,4.567111771730275,1.0,,247.21646501040178,14.591967565262442
1996-08-01,34.947292669724554,11.104324048291641,4.026539766528876,1.0,,270.2676957453531,18.941172182928252
1996-09-01,34.879036065184074,10.698160417530266,4.156236865021193,1.0,,272.2644452286958,24.846738194816222
1996-10-01,34.95327133979141,9.04527071696358,6.454111581981005,1.0,,214.09181225768842,56.0445579460788
1996-11-01,35.0371047312408,7.724913589242654,4.681238610431827,1.0,,157.76870198352515,182.56028720168388
1996-12-01,35.07253173600335,7.299558420114261,2.2070112974508898,1.0,,153.04224921759175,308.42169749912273
1997-01-01,35.07014613743766,7.124659872379153,1.5892481696885146,1.0,,154.93251144111005,356.5485432298357
1997-02-01,35.07196706811001,6.676346676440831,2.467733466659156,1.0,,154.70177349687836,391.63730095506037
1997-03-01,35.1207361840223,6.684633952589937,6.163990526887572,1.0,,152.92055537613652,386.22142024845994
1997-04-01,35.122762600247995,7.02048154321049,17.923453702061295,1.0,,159.42258524010046,153.350914520637
1997-05-01,35.150204785730786,7.705891226027829,18.847274105494293,1.0,,166.41363931131545,64.53915220292653
1997-06-01,35.13134929286032,8.877663363398,13.07529626777043,1.0,,188.4588869539727,18.377105034897987
1997-07-01,35.06376022443271,10.740674641328608,4.27724374128927,1.0,,233.29493007884338,11.396334963993688
1997-08-01,35.01793588428311,11.39747860548829,4.0621484905724214,1.0,,270.36394787176675,17.21421549209984
1997-09-01,34.994458042297424,10.31105815904061,5.1344830456523765,1.0,,251.83963892295256,34.604847004095745
1997-10-01,35.0232234786364,9.100502362173177,6.291611091405566,1.0,,207.436645230633,57.645956998046394
1997-11-01,35.067582049005,8.486440286353591,4.708653064856803,1.0,,175.5109557277603,89.1185574379102
1997-12-01,35.123372467439644,8.146790613728689,2.8381595850918764,1.0,,154.81073830891094,184.63435014032265
1998-01-01,35.146659749834065,7.76756757918468,1.9898576955905634,1.0,0.9040269738233687,151.62811581700606,291.7248830687325
1998-02-01,35.1402804943182,7.358460240745147,3.350802312163168,1.0,0.9449509259206069,151.90559709926202,352.5152498524836
1998-03-01,35.100034134066156,6.761338313623394,7.026551434560138,1.0,1.042429396568461,156.2479433664884,366.68833916276765
1998-04-01,35.0725582390931,6.94434250324106,15.424205620506598,1.0,1.7613744611307962,162.24768440181134,201.42334258545984
1998-05-01,35.09547825385593,7.911493180758159,19.11576824953752,1.0,5.006588234832946,175.7484485769084,32.21580690173917
